23:59:02 - Server opened
23:59:15 - Player conected: player0, id: 0, IP: 90.173.205.194
23:59:39 - Player conected: player1, id: 1, IP: 90.173.205.194
00:00:29 - Player conected: player2, id: 2, IP: 90.173.205.194
00:00:31 - Player disconected: player2, id: 2, IP: 90.173.205.194
00:00:36 - Player conected: player2, id: 2, IP: 90.173.205.194
00:00:48 - Player disconected: player2, id: 2, IP: 90.173.205.194
00:00:54 - Player conected: player2, id: 2, IP: 90.173.205.194
00:01:29 - Player disconected: player2, id: 2, IP: 90.173.205.194
00:01:52 - Player conected: player2, id: 2, IP: 90.173.205.194
00:01:53 - Player disconected: player2, id: 2, IP: 90.173.205.194
00:01:58 - Player conected: player2, id: 2, IP: 90.173.205.194
