01:46:51 - Server opened
01:47:04 - Player conected: player0, id: 0, IP: 90.173.205.194
01:47:11 - Player disconected: player0, id: 0, IP: 90.173.205.194
01:47:15 - Player conected: player0, id: 0, IP: 90.173.205.194
01:47:22 - Player disconected: player0, id: 0, IP: 90.173.205.194
01:47:26 - Player conected: player0, id: 0, IP: 90.173.205.194
01:47:31 - Player disconected: player0, id: 0, IP: 90.173.205.194
01:47:54 - Player conected: player0, id: 0, IP: 90.173.205.194
01:48:19 - Player conected: player1, id: 1, IP: 90.173.205.194
01:48:30 - Player disconected: player1, id: 1, IP: 90.173.205.194
01:48:39 - Player conected: player1, id: 1, IP: 90.173.205.194
01:48:50 - Player disconected: player0, id: 0, IP: 90.173.205.194
01:48:51 - Player disconected: player1, id: 1, IP: 90.173.205.194
01:49:04 - Player conected: player0, id: 0, IP: 90.173.205.194
01:49:33 - Player disconected: player0, id: 0, IP: 90.173.205.194
01:49:37 - Player conected: player0, id: 0, IP: 90.173.205.194
01:50:02 - Player conected: player1, id: 1, IP: 90.173.205.194
01:50:07 - Player disconected: player0, id: 0, IP: 90.173.205.194
01:50:08 - Player disconected: player1, id: 1, IP: 90.173.205.194
01:50:19 - Player conected: player0, id: 0, IP: 90.173.205.194
